      gene      | go_accession |                                                                                           go_term                                                                                           
 Smp_145120.1   | GO:0005524   | ATP binding
 Smp_145120.1   | GO:0005737   | cytoplasm
 Smp_043940.1   | GO:0015031   | protein transport
 Smp_043940.1   | GO:0016020   | membrane
 Smp_043940.1   | GO:0045202   | synapse
 Smp_199060.1   | GO:0003677   | DNA binding
 Smp_199060.1   | GO:0005634   | nucleus
 Smp_137740.1   | GO:0016021   | integral component of membrane
 Smp_137740.1   | GO:0016020   | membrane
 Smp_137740.1   | GO:0008417   | fucosyltransferase activity
 Smp_137740.1   | GO:0006486   | protein glycosylation
 Smp_140150.1   | GO:0005524   | ATP binding
 Smp_140150.1   | GO:0005829   | cytosol
 Smp_140150.1   | GO:0005634   | nucleus
 Smp_140150.1   | GO:0005737   | cytoplasm
 Smp_154320.1   | GO:0008026   | ATP-dependent helicase activity
 Smp_154320.1   | GO:0005524   | ATP binding
 Smp_154320.1   | GO:0004386   | helicase activity
 Smp_154320.1   | GO:0003723   | RNA binding
 Smp_154320.1   | GO:0006412   | translation
 Smp_154320.1   | GO:0005737   | cytoplasm
 Smp_174630.1   | GO:0016021   | integral component of membrane
 Smp_174630.1   | GO:0016020   | membrane
 Smp_174610.1   | GO:0008270   | zinc ion binding
 Smp_174610.1   | GO:0043565   | sequence-specific DNA binding
 Smp_174610.1   | GO:0003700   | transcription factor activity, sequence-specific DNA binding
 Smp_174610.1   | GO:0006355   | regulation of transcription, DNA-templated
 Smp_174610.1   | GO:0006350   | transcription (obsolete GO:0006350)
 Smp_174610.1   | GO:0005634   | nucleus
 Smp_173530.1   | GO:0046872   | metal ion binding
 Smp_094890.1   | GO:0007165   | signal transduction
 Smp_094890.1   | GO:0016020   | membrane
 Smp_094890.1   | GO:0005622   | intracellular
 Smp_094890.1   | GO:0005737   | cytoplasm
 Smp_103360.1   | GO:0005524   | ATP binding
 Smp_103360.1   | GO:0004674   | protein serine/threonine kinase activity
 Smp_103360.1   | GO:0006468   | protein phosphorylation
 Smp_103360.1   | GO:0005634   | nucleus
 Smp_103360.1   | GO:0005737   | cytoplasm
 Smp_103340.1   | GO:0016020   | membrane
 Smp_169170.1   | GO:0008270   | zinc ion binding
 Smp_169170.1   | GO:0008233   | peptidase activity
 Smp_169170.1   | GO:0005509   | calcium ion binding
 Smp_169170.1   | GO:0008533   | obsolete astacin activity (obsolete GO:0008533)
 Smp_169170.1   | GO:0006508   | proteolysis
 Smp_169170.1   | GO:0030154   | cell differentiation
 Smp_169170.1   | GO:0016020   | membrane
 Smp_169170.1   | GO:0005576   | extracellular region
 Smp_151350.1   | GO:0005634   | nucleus
 Smp_111320.1   | GO:0016020   | membrane
 Smp_168010.1   | GO:0005739   | mitochondrion
 Smp_168010.1   | GO:0005737   | cytoplasm
 Smp_036920.1   | GO:0043565   | sequence-specific DNA binding
 Smp_036920.1   | GO:0006355   | regulation of transcription, DNA-templated
 Smp_036920.1   | GO:0006350   | transcription (obsolete GO:0006350)
 Smp_036920.1   | GO:0005634   | nucleus
 Smp_036920.1   | GO:0005622   | intracellular
 Smp_166890.1   | GO:0000166   | nucleotide binding
 Smp_152710.2   | GO:0005737   | cytoplasm
 Smp_056850.1   | GO:0016021   | integral component of membrane
 Smp_056850.1   | GO:0016020   | membrane
 Smp_180530.4   | GO:0008966   | phosphoglucosamine mutase activity
 Smp_180530.4   | GO:0005737   | cytoplasm
 Smp_170510.1   | GO:0005634   | nucleus
 Smp_170510.1   | GO:0005737   | cytoplasm
 Smp_164760.1   | GO:0016021   | integral component of membrane
 Smp_164760.1   | GO:0005886   | plasma membrane
 Smp_144450.1   | GO:0000166   | nucleotide binding
 Smp_144450.1   | GO:0003723   | RNA binding
 Smp_144450.1   | GO:0005634   | nucleus
 Smp_144450.1   | GO:0005737   | cytoplasm
 Smp_135820.1   | GO:0016021   | integral component of membrane
 Smp_135820.1   | GO:0005886   | plasma membrane
 Smp_051530.1   | GO:0000166   | nucleotide binding
 Smp_051530.1   | GO:0003723   | RNA binding
 Smp_051530.1   | GO:0005634   | nucleus
 Smp_051530.1   | GO:0005737   | cytoplasm
 Smp_160620.1   | GO:0008233   | peptidase activity
 Smp_160620.1   | GO:0008270   | zinc ion binding
 Smp_160620.1   | GO:0006508   | proteolysis
 Smp_160620.1   | GO:0016021   | integral component of membrane
 Smp_160620.1   | GO:0016020   | membrane
 Smp_160620.1   | GO:0005576   | extracellular region
 Smp_112090.1   | GO:0005576   | extracellular region
 Smp_112090.1   | GO:0008233   | peptidase activity
 Smp_112090.1   | GO:0006508   | proteolysis
 Smp_187350.1   | GO:0005524   | ATP binding
 Smp_187350.1   | GO:0005737   | cytoplasm
 Smp_138640.1   | GO:0008270   | zinc ion binding
 Smp_138640.1   | GO:0003677   | DNA binding
 Smp_138640.1   | GO:0051287   | NAD binding
 Smp_138640.1   | GO:0006342   | chromatin silencing
 Smp_138640.1   | GO:0006350   | transcription (obsolete GO:0006350)
 Smp_138640.1   | GO:0005737   | cytoplasm
 Smp_138640.1   | GO:0005677   | chromatin silencing complex
 Smp_120800.1   | GO:0008270   | zinc ion binding
 Smp_120800.1   | GO:0005524   | ATP binding
 Smp_120800.1   | GO:0051082   | unfolded protein binding
 Smp_120800.1   | GO:0006950   | response to stress
 Smp_120800.1   | GO:0006457   | protein folding
 Smp_120800.1   | GO:0005737   | cytoplasm
 Smp_193790.1   | GO:0019787   | ubiquitin-like protein transferase activity
 Smp_193790.1   | GO:0015031   | protein transport
 Smp_193790.1   | GO:0006512   | obsolete ubiquitin cycle (obsolete GO:0006512)
 Smp_193790.1   | GO:0051246   | regulation of protein metabolic process
 Smp_193790.1   | GO:0016020   | membrane
 Smp_193790.1   | GO:0005634   | nucleus
 Smp_193790.1   | GO:0005737   | cytoplasm
 Smp_192300.1   | GO:0016021   | integral component of membrane
 Smp_192300.1   | GO:0016020   | membrane
 Smp_192300.1   | GO:0005576   | extracellular region
 Smp_165520.1   | GO:0005737   | cytoplasm
 Smp_180320.1   | GO:0046872   | metal ion binding
 Smp_180320.1   | GO:0016020   | membrane
 Smp_055870.1   | GO:0016021   | integral component of membrane
 Smp_055870.1   | GO:0015031   | protein transport
 Smp_055870.1   | GO:0016192   | vesicle-mediated transport
 Smp_055870.1   | GO:0005515   | protein binding
 Smp_146400.1   | GO:0015031   | protein transport
 Smp_146400.1   | GO:0016192   | vesicle-mediated transport
 Smp_146400.1   | GO:0016020   | membrane
 Smp_146400.1   | GO:0005737   | cytoplasm
 Smp_167890.2   | GO:0008113   | peptide-methionine (S)-S-oxide reductase activity
 Smp_173800.1   | GO:0043565   | sequence-specific DNA binding
 Smp_173800.1   | GO:0003700   | transcription factor activity, sequence-specific DNA binding
 Smp_173800.1   | GO:0006355   | regulation of transcription, DNA-templated
 Smp_173800.1   | GO:0006350   | transcription (obsolete GO:0006350)
 Smp_173800.1   | GO:0005634   | nucleus
 Smp_094250.1   | GO:0005524   | ATP binding
 Smp_094250.1   | GO:0004674   | protein serine/threonine kinase activity
 Smp_094250.1   | GO:0006468   | protein phosphorylation
 Smp_094250.1   | GO:0005737   | cytoplasm
 Smp_101280.1   | GO:0005622   | intracellular
 Smp_194150.1   | GO:0003676   | nucleic acid binding
 Smp_194150.1   | GO:0005524   | ATP binding
 Smp_194150.1   | GO:0006412   | translation
 Smp_194150.1   | GO:0006422   | aspartyl-tRNA aminoacylation
 Smp_194150.1   | GO:0005737   | cytoplasm
 Smp_177140.1   | GO:0003677   | DNA binding
 Smp_177140.1   | GO:0005634   | nucleus
 Smp_177140.1   | GO:0000786   | nucleosome
 Smp_177150.1   | GO:0016020   | membrane
 Smp_194280.1   | GO:0006412   | translation
 Smp_194280.1   | GO:0005737   | cytoplasm
 Smp_031920.5   | GO:0005634   | nucleus
 Smp_024810.1   | GO:0016021   | integral component of membrane
 Smp_024810.1   | GO:0016020   | membrane
 Smp_136800.1   | GO:0006810   | transport
 Smp_136800.1   | GO:0005622   | intracellular
 Smp_136800.1   | GO:0005737   | cytoplasm
 Smp_199550.1   | GO:0006355   | regulation of transcription, DNA-templated
 Smp_199550.1   | GO:0006350   | transcription (obsolete GO:0006350)
 Smp_199550.1   | GO:0005634   | nucleus
 Smp_109090.1   | GO:0005737   | cytoplasm
 Smp_186630.1   | GO:0003677   | DNA binding
 Smp_186630.1   | GO:0006350   | transcription (obsolete GO:0006350)
 Smp_181450.1   | GO:0005524   | ATP binding
 Smp_181450.1   | GO:0005737   | cytoplasm
 Smp_106080.1   | GO:0003854   | 3-beta-hydroxy-delta5-steroid dehydrogenase activity
 Smp_106080.1   | GO:0016491   | oxidoreductase activity
 Smp_106080.1   | GO:0005739   | mitochondrion
 Smp_106080.1   | GO:0016021   | integral component of membrane
 Smp_106080.1   | GO:0031966   | mitochondrial membrane
 Smp_084770.1   | GO:0003677   | DNA binding
 Smp_084770.1   | GO:0005634   | nucleus
 Smp_199590.1   | GO:0016021   | integral component of membrane
 Smp_199590.1   | GO:0016020   | membrane
 Smp_199590.1   | GO:0005509   | calcium ion binding
 Smp_199590.1   | GO:0005515   | protein binding
 Smp_172030.1   | GO:0008026   | ATP-dependent helicase activity
 Smp_172030.1   | GO:0005524   | ATP binding
 Smp_172030.1   | GO:0004386   | helicase activity
 Smp_172030.1   | GO:0003723   | RNA binding
 Smp_172030.1   | GO:0005634   | nucleus
 Smp_172030.1   | GO:0005737   | cytoplasm
 Smp_199630.1   | GO:0008270   | zinc ion binding
 Smp_199630.1   | GO:0005634   | nucleus
 Smp_199650.1   | GO:0003777   | microtubule motor activity
 Smp_199650.1   | GO:0005524   | ATP binding
 Smp_199650.1   | GO:0007018   | microtubule-based movement
 Smp_193510.1   | GO:0006355   | regulation of transcription, DNA-templated
 Smp_193510.1   | GO:0006350   | transcription (obsolete GO:0006350)
 Smp_193510.1   | GO:0005634   | nucleus
 Smp_199730.1   | GO:0016020   | membrane
 Smp_212500.1   | GO:0003677   | DNA binding
 Smp_212500.1   | GO:0008270   | zinc ion binding
 Smp_212500.1   | GO:0006350   | transcription (obsolete GO:0006350)
 Smp_212500.1   | GO:0005634   | nucleus
 Smp_212500.1   | GO:0005622   | intracellular
 Smp_189060.1   | GO:0008270   | zinc ion binding
 Smp_114810.1   | GO:0008270   | zinc ion binding
 Smp_111950.1   | GO:0008270   | zinc ion binding
 Smp_111100.1   | GO:0008270   | zinc ion binding
 Smp_185520.1   | GO:0008270   | zinc ion binding
 Smp_110790.1   | GO:0008270   | zinc ion binding
 Smp_179230.1   | GO:0015035   | protein disulfide oxidoreductase activity
 Smp_179230.1   | GO:0009055   | electron carrier activity
 Smp_179230.1   | GO:0006810   | transport
 Smp_179230.1   | GO:0045454   | cell redox homeostasis
 Smp_112590.1   | GO:0046872   | metal ion binding
 Smp_112590.1   | GO:0005524   | ATP binding
 Smp_112590.1   | GO:0004672   | protein kinase activity
 Smp_112590.1   | GO:0006468   | protein phosphorylation
 Smp_112590.1   | GO:0016020   | membrane
 Smp_171700.1   | GO:0008270   | zinc ion binding
 Smp_171700.1   | GO:0004402   | histone acetyltransferase activity
 Smp_171700.1   | GO:0006355   | regulation of transcription, DNA-templated
 Smp_171700.1   | GO:0006350   | transcription (obsolete GO:0006350)
 Smp_171700.1   | GO:0005634   | nucleus
 Smp_133290.1   | GO:0005737   | cytoplasm
 Smp_199850.1   | GO:0003677   | DNA binding
 Smp_199850.1   | GO:0008270   | zinc ion binding
 Smp_199850.1   | GO:0006355   | regulation of transcription, DNA-templated
 Smp_199850.1   | GO:0006350   | transcription (obsolete GO:0006350)
 Smp_199850.1   | GO:0005634   | nucleus
 Smp_199850.1   | GO:0005622   | intracellular
 Smp_186500.1   | GO:0008270   | zinc ion binding
 Smp_186500.1   | GO:0005524   | ATP binding
 Smp_186500.1   | GO:0051082   | unfolded protein binding
 Smp_186500.1   | GO:0015031   | protein transport
 Smp_186500.1   | GO:0006457   | protein folding
 Smp_210000.1   | GO:0016021   | integral component of membrane
 Smp_141820.2   | GO:0000166   | nucleotide binding
 Smp_075000.1   | GO:0005737   | cytoplasm
 Smp_169160.1   | GO:0008233   | peptidase activity
 Smp_169160.1   | GO:0005509   | calcium ion binding
 Smp_169160.1   | GO:0006508   | proteolysis
 Smp_169160.1   | GO:0016021   | integral component of membrane
 Smp_169160.1   | GO:0016020   | membrane
 Smp_169160.1   | GO:0005576   | extracellular region
 Smp_183020.13  | GO:0046872   | metal ion binding
 Smp_183020.13  | GO:0016021   | integral component of membrane
 Smp_183020.13  | GO:0016020   | membrane
 Smp_129930.1   | GO:0006810   | transport
 Smp_129930.1   | GO:0016020   | membrane
 Smp_154160.1   | GO:0015031   | protein transport
 Smp_154160.1   | GO:0016192   | vesicle-mediated transport
 Smp_154160.1   | GO:0016021   | integral component of membrane
 Smp_185300.1   | GO:0046872   | metal ion binding
 Smp_199940.1   | GO:0016021   | integral component of membrane
 Smp_199940.1   | GO:0016020   | membrane
 Smp_184400.1   | GO:0016787   | hydrolase activity
 Smp_184400.1   | GO:0005634   | nucleus
 Smp_183180.1   | GO:0005737   | cytoplasm
 Smp_212810.1   | GO:0003677   | DNA binding
 Smp_212810.1   | GO:0008270   | zinc ion binding
 Smp_212810.1   | GO:0006355   | regulation of transcription, DNA-templated
 Smp_212810.1   | GO:0006350   | transcription (obsolete GO:0006350)
 Smp_212810.1   | GO:0005634   | nucleus
 Smp_212810.1   | GO:0005622   | intracellular
 Smp_145590.1   | GO:0043565   | sequence-specific DNA binding
 Smp_145590.1   | GO:0005622   | intracellular
 Smp_187430.1   | GO:0004165   | dodecenoyl-CoA delta-isomerase activity
 Smp_194330.1   | GO:0005509   | calcium ion binding
 Smp_194330.1   | GO:0005215   | transporter activity
 Smp_194330.1   | GO:0006810   | transport
 Smp_194330.1   | GO:0016021   | integral component of membrane
 Smp_194330.1   | GO:0016020   | membrane
 Smp_194330.1   | GO:0008021   | synaptic vesicle
 Smp_194330.1   | GO:0045202   | synapse
 Smp_129580.1   | GO:0005524   | ATP binding
 Smp_129580.1   | GO:0005737   | cytoplasm
 Smp_129560.1   | GO:0003677   | DNA binding
 Smp_129560.1   | GO:0008270   | zinc ion binding
 Smp_129560.1   | GO:0006355   | regulation of transcription, DNA-templated
 Smp_129560.1   | GO:0006350   | transcription (obsolete GO:0006350)
 Smp_129560.1   | GO:0005634   | nucleus
 Smp_129560.1   | GO:0005622   | intracellular
 Smp_004070.1   | GO:0008270   | zinc ion binding
 Smp_004070.1   | GO:0015976   | carbon utilization
 Smp_124180.1   | GO:0005524   | ATP binding
 Smp_124120.1   | GO:0003677   | DNA binding
 Smp_124120.1   | GO:0005634   | nucleus
 Smp_003610.1   | GO:0016787   | hydrolase activity
 Smp_003610.1   | GO:0005576   | extracellular region
 Smp_003440.1   | GO:0016020   | membrane
 Smp_003440.1   | GO:0005515   | protein binding
 Smp_003440.1   | GO:0016021   | integral component of membrane
 Smp_123980.1   | GO:0008270   | zinc ion binding
 Smp_123980.1   | GO:0005524   | ATP binding
 Smp_123980.1   | GO:0006412   | translation
 Smp_123980.1   | GO:0005737   | cytoplasm
 Smp_123850.1   | GO:0003677   | DNA binding
 Smp_123850.1   | GO:0005634   | nucleus
 Smp_123850.1   | GO:0000786   | nucleosome
 Smp_123780.1   | GO:0005576   | extracellular region
 Smp_123780.1   | GO:0005886   | plasma membrane
 Smp_003110.1   | GO:0016020   | membrane
 Smp_073790.1   | GO:0015031   | protein transport
 Smp_073790.1   | GO:0006512   | obsolete ubiquitin cycle (obsolete GO:0006512)
 Smp_073790.1   | GO:0005774   | vacuolar membrane
 Smp_162030.1   | GO:0005737   | cytoplasm
 Smp_162030.1   | GO:0005524   | ATP binding
 Smp_162030.1   | GO:0005739   | mitochondrion
 Smp_162000.1   | GO:0016020   | membrane
 Smp_162000.1   | GO:0005576   | extracellular region
 Smp_073620.1   | GO:0008270   | zinc ion binding
 Smp_073620.1   | GO:0005524   | ATP binding
 Smp_073620.1   | GO:0006412   | translation
 Smp_073620.1   | GO:0005737   | cytoplasm
 Smp_073590.1   | GO:0005525   | GTP binding
 Smp_073590.1   | GO:0007264   | small GTPase mediated signal transduction
 Smp_073590.1   | GO:0016192   | vesicle-mediated transport
 Smp_073590.1   | GO:0006886   | intracellular protein transport
 Smp_073590.1   | GO:0005622   | intracellular
 Smp_073510.1   | GO:0005524   | ATP binding
 Smp_073510.1   | GO:0006468   | protein phosphorylation
 Smp_073510.1   | GO:0005634   | nucleus
 Smp_073510.1   | GO:0005737   | cytoplasm
 Smp_073570.1   | GO:0003677   | DNA binding
 Smp_073570.1   | GO:0003899   | DNA-directed RNA polymerase activity
 Smp_079430.2   | GO:0005525   | GTP binding
 Smp_079430.2   | GO:0003924   | GTPase activity
 Smp_079430.2   | GO:0007264   | small GTPase mediated signal transduction
 Smp_079430.2   | GO:0006886   | intracellular protein transport
 Smp_079430.2   | GO:0005634   | nucleus
 Smp_163430.1   | GO:0008270   | zinc ion binding
 Smp_163430.1   | GO:0003676   | nucleic acid binding
 Smp_163430.1   | GO:0005634   | nucleus
 Smp_163430.1   | GO:0005622   | intracellular
 Smp_163430.1   | GO:0005737   | cytoplasm
 Smp_076660.1   | GO:0003677   | DNA binding
 Smp_076660.1   | GO:0005634   | nucleus
 Smp_159740.1   | GO:0005215   | transporter activity
 Smp_159740.1   | GO:0006810   | transport
 Smp_159740.1   | GO:0016021   | integral component of membrane
 Smp_159740.1   | GO:0005886   | plasma membrane
 Smp_035580.1   | GO:0005506   | iron ion binding
 Smp_035580.1   | GO:0005737   | cytoplasm
 Smp_035640.1   | GO:0005737   | cytoplasm
 Smp_035650.1   | GO:0043565   | sequence-specific DNA binding
 Smp_035650.1   | GO:0003700   | transcription factor activity, sequence-specific DNA binding
 Smp_035650.1   | GO:0006355   | regulation of transcription, DNA-templated
 Smp_035650.1   | GO:0006350   | transcription (obsolete GO:0006350)
 Smp_035650.1   | GO:0005634   | nucleus
 Smp_141360.1   | GO:0004088   | carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity
